Ln,Part,Description,Due Date,Qty, Unit Price ,Order Date,Total_Value,PO_Number
2,637R4902,637R4902 [P SQUARE KEY] ,2021-03-26,1,45,2021-02-12,90,88982
1,S536030,S536030 [INJECTION GUIDE ROD FOR ISGS I27 LOWER],2024-11-22,2,735,2024-10-17,2990,144436
2,S536688,S536688 [CLAMP WEAR STRIP ISG720 3273MMOAL],2024-11-22,4,380,2024-10-17,2990,144436
1,TMM1902,TMM1902 [SPLIT COLLAR 6A/B ECSXII],2023-11-10,1,440,2023-10-19,440,127620
1,H323581,H323581 [INJECTION BUSHING],2019-05-23,1,1875,2019-05-02,1875,61107
1,6S331501,6S331501 [BEARING STOPPER],2021-02-18,3,190,2021-01-14,2045,87496
2,6S331803,6S331803 [SPROCKET FOR DTO650~800L],2021-02-23,5,295,2021-01-14,2045,87496
1,Y069318,Y069318 [PLUNGER ROD],2024-01-24,2,725,2023-12-19,1450,130348
1,Y122756,Y122756 [EJECTOR ROD],2019-03-26,2,855,2019-02-19,1710,57489
1,655S3602,655S3602 [BLOCK],2022-01-25,2,375,2022-01-04,750,101447
1,N004796,N004796 [ARM],2024-11-22,1,$820.00 ,2024-10-17,"$2,790.00 ",144387
2,N013483,N013483 [ARM],2024-11-22,1,$820.00 ,2024-10-17,"$2,790.00 ",144387
3,N022637,N022637 [COVER],2024-11-22,1,$575.00 ,2024-10-17,"$2,790.00 ",144387
4,N022635,N022635 [COVER],2024-11-22,1,$575.00 ,2024-10-17,"$2,790.00 ",144387
1,H323583,H323583 [INJECTION BUSHING] ,2017-12-01,1,1575,2017-11-01,1575,32577
1,Y076347,Y076347 [PLATE],2020-05-20,1,105,2020-05-15,360,77995
2,Y058625,Y058625 [PIN],2020-05-20,1,85,2020-05-15,360,77995
3,Y058624,Y058624 [PIN SUPPORT],2020-05-20,1,170,2020-05-15,360,77995
1,673V1001,673V1001 [LINER DC500CL-T] ,2017-11-15,2,1050,2017-11-01,2100,32576
1,L771624,L771624 [NUT FOR BOOSTER CYLINDER M72],2024-11-22,1,405,2024-10-17,1485,144392
2,S576705,S576705 [NUT FOR CLAMP M72X2 105MM X 23MM],2024-11-22,1,355,2024-10-17,1485,144392
3,TKR0053,TKR0053 [LINK PIN 1 EC310N EC390N NII],2024-11-22,1,725,2024-10-17,1485,144392
1,Y015907,Y015907 [CASE GUIDE],2018-10-29,4,425,2018-10-01,1700,50495
1,680V8201,680V8201 [POPPET],2020-03-26,1,1750,2020-02-13,3225,74251
2,N073316,N073316 [SEAT],2020-03-26,1,1275,2020-02-13,3225,74251
3,Y102296,Y102296 [PLUG],2020-03-26,1,200,2020-02-13,3225,74251
1,9W4210G02,9W4210G02 [COOLING PIPE] ,2017-12-08,1,335,2017-11-13,335,33132
1,H323581,H323581 [INJECTION BUSHING],2022-10-28,1,1875,2022-09-23,1875,111387
1,647W6502,647W6502 [SLIDE PLATE DC650CL* 1995~],2019-05-30,2,420,2019-05-02,840,61106
1,N066878,N066878 [PISTON ROD C2G16],2025-04-04,1,1350,2025-02-20,3300,149846
2,N066879,N066879 [POPPET C2G16],2025-04-04,1,1950,2025-02-20,3300,149846
1,8X20BS,8X20BS [BRASS SCREWS] 8X20BS [BRASS SCREWS] ,2018-06-15,24,2.5,2018-06-07,60,44345
1,637R4101,637R4101 [BUSHING],2017-09-05,2,275,2017-08-28,550,29195
1,Y089908,Y089908 [LADLE PIN],2019-10-15,1,100,2019-09-17,1130,67588
2,Y060388,Y060388 [SLIDE BAR SAFETY RATCHET DC2500CS],2019-10-15,2,515,2019-09-17,1130,67588
1,N088091,N088091 [HOLDER],2023-10-19,1,650,2023-09-13,650,125787
1,L708101,L708101 [TIE BAR FOR ISGS 610 3258 X 145MM] PO,2025-07-11,1,8450,2025-04-28,8450,153177
1,Y152202,Y152202 [SLIDE PLATE DC350R- M],2023-02-10,2,315,2023-01-06,630,115136
1,4T122502,4T122502 [LEFT SCREW BOLT],2022-12-15,1,45,2022-11-09,45,113221
1,N060285,N060285 [SHAFT FOR SAFETY HOOK ASSY DC800RM],2019-10-29,2,695,2019-09-24,1390,67985
1,Y074206,Y074206 [POPPET DC1650CS-2],2019-12-20,1,1075,2019-11-15,3175,70547
2,N054089,N054089 [SEAT DC1650CS-2] ,2019-12-20,1,2100,2019-11-15,3175,70547
1,603S8303,603S8303 [JOINT FOR SPRAYER DC500JMS],2022-11-09,1,320,2022-10-04,320,111807
1,N02477G03,N02477G03 [GUIDE SHAFT] ,2018-01-30,2,1550,2017-12-06,3100,34311
1,M25X1.5,M25X1.5 [NUT WITH INTERNAL TAPER],2020-06-10,1,110,2020-06-10,110,78899
1,621F8208, 621F8208 [SHIM FOR HOPPER BLOCK SX SX2 U48],2023-10-03,20,35,2023-08-29,700,125220
1,N066877,N066877 [INJECTION BUSHING],2021-06-24,1,2185,2021-05-20,2185,93186
1,N040211,N040211 [LINK],2021-08-10,2,1925,2021-07-13,3850,95291
1,N062738,N062738 [SLEEVE],2020-02-10,1,3950,2020-01-06,3950,72378
1,35X29,35X29 [BUSHING Y109564],2020-03-20,1,85,2020-03-13,305,75417
2,35X49,35X49 [BUSHING Y109565],2020-03-20,2,110,2020-03-13,305,75417
1,Y042157,Y042157 [CROSS HEAD BUSHING],2025-05-23,4,$495.00 ,2025-04-16,"$3,230.00 ",152368
2,Y042157,Y042157 [CROSS HEAD BUSHING],2025-05-23,2,$625.00 ,2025-04-16,"$3,230.00 ",152368
1,L707510,L707510 [BUSHING FOR TIE BAR ISGS310] (out of BC6 -Bearing bronze Material),2025-07-25,8,525,2025-07-02,4200,156231
1,S529933,[L GUIDE PLATE F/ INJ BASE ISF GS GT I19-I81 (100X75MM)],2023-11-17,1,200,2023-10-27,200,128089
1,CHG25175,CHG25175[BARREL SEAL FLANGE FOR EC-N 2B LSM],2025-09-12,1,465,2025-08-07,3255,157885
2,S536630,S536630 [INJECTION GUIDE ROD FOR ISG I59],2025-09-12,2,1395,2025-08-07,3255,157885
1,624T0003,624T0003 [SPACER],2024-06-14,1,205,2024-05-07,4280,137195
2,647W6503,647W6503 [SLIDE PLATE ],2024-07-02,4,425,2024-05-07,4280,137195
3,H39579G01,H39579G01[COUPLING ],2024-06-14,1,2375,2024-05-07,4280,137195
1,N061985,N061985 [EJECTOR PISTON ROD],2021-11-29,1,1475,2021-10-18,1475,98825
1,695R1601,695R1601 [LOCK NUT],2021-08-13,2,47.5,2021-07-06,95,94945
2,TMV0003,TMV0003 [LINK PIN 2 EC720SX],2024-06-07,4,720,2024-04-22,2880,136328
1,Y079961,Y079961 [ROLLER PIN],2021-04-19,1,245,2021-04-06,800,91197
2,Y079962,Y079962 [ECCENTRIC PIN],2021-04-19,1,250,2021-04-06,800,91197
3,Y088118,Y088118 [ROLLER],2021-04-19,1,305,2021-04-06,800,91197
1,N066879,N066879 [POPPET C2G16],2020-09-03,2,1795,2020-08-04,5840,80717
2,N066878,N066878 [PISTON ROD C2G16],2020-09-03,2,1125,2020-08-04,5840,80717
1,4T122501,4T122501 [RIGHT SCREW BOLT],2022-07-21,10,45,2022-06-16,450,107888
1,Y052726,Y052726[SPROCKET],2021-03-02,2,470,2021-02-02,1680,88377
2,Y052725,Y052725[SPROCKET],2021-03-02,4,185,2021-02-02,1680,88377
1,N072617,N072617 [SEAT C2G16 DC350JMS],2022-11-14,2,1095,2022-10-10,6290,111998
2,N072618,N072618 [GUIDE C2G16 DC350JMS],2022-11-14,2,1125,2022-10-10,6290,111998
3,N048534,N048534 [POPPET FOR C2G16 DC800JM-S],2022-11-14,2,925,2022-10-10,6290,111998
1,6R893601,6R893601[POPPET],2024-04-03,2,2295,2024-02-28,4590,133708
1,N073037,N073037 [SHAFT] ,2017-12-29,1,875,2017-12-13,875,34715
1,N064706,N064706 [GUIDE],2019-06-20,1,815,2019-05-16,815,61728
1,N062738,N062738 [SLEEVE],2017-08-03,1,3300,2017-08-03,3300,27755
1,9X818208,9X818208 [TURN BUCKLE],2021-10-05,2,375,2021-08-31,750,97096
1,9X5163G02,9X5163G02 [COOLING PIPE ASSY],2021-06-15,1,415,2021-05-11,415,92677
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2022-01-07,1,405,2021-12-03,405,100467
1,654V2701,654V2701 [FLANGE ( B )],2022-04-29,2,475,2022-03-15,950,104173
1,609T6501,609T6501 [GLAND PACKING] ,2020-12-18,1,425,2020-12-17,425,86616
1,L707501,L707501 [TIE BAR ISGS310 2175MM OAL] ,2024-03-22,1,5225,2024-01-24,5225,131876
1,Y132909,Y132909 [DOOR ROLLER],2020-09-15,1,225,2020-08-11,495,81179
2,Y132910,Y132910 [DOOR ROLLER],2020-09-15,1,270,2020-08-11,495,81179
1,4T123401,4T123401 [LADLE PIN],2022-04-29,1,60,2022-03-25,60,104615
1,TKL0053,TKL0053 [LINK PIN 1 EC180N NII],2025-09-05,2,625,2025-07-31,1250,157503
1,N031989,N031989 [SHAFT],2021-11-30,1,450,2021-10-26,475,99078
2,614W1801,614W1801 [P SQUARE KEY],2021-11-30,1,25,2021-10-26,475,99078
1,8X20BS,8X20BS [BRASS SCREWS],2025-09-05,36,3,2025-07-28,2298,157265
2,N052403,N052403 [INJECTION BUSHING DC250JS],2025-09-05,2,1095,2025-07-28,2298,157265
1,8X30BS,8X30 [HEX SOCKET HEAD BOLT] ,2018-05-01,6,2.75,2018-04-17,16.5,41361
1,N086440,N086440 [POPPET DC3500CS],2022-05-25,1,2250,2022-04-20,2250,105537
1,4T123401,4T123401 [LADLE PIN],2021-03-26,7,63,2021-03-09,441,90048
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J],2021-03-31,4,275,2021-02-19,1133,89269
2,8X20BS,8X20BS [BRASS SCREWS],2021-03-26,12,2.75,2021-02-19,1133,89269
1,Y026322,Y026322 [CYLINDER JOINT],2022-10-19,2,155,2022-09-08,310,110886
1,N107308,N107308 [PISTON ROD],2022-06-01,1,2325,2022-04-20,3310,105535
2,Y142052,Y142052 [CYLINDER TUBE],2022-06-01,1,985,2022-04-20,3310,105535
1,611V6701,611V6701 [SAME AS Y102648 ELECTRODE PROBE],2020-12-08,2,81.75,2020-11-10,163.5,84981
1,Y006501,Y006501 [SPACER],2020-12-10,1,85,2020-11-06,980,84759
2,Y089908,Y089908 [LADLE PIN],2020-12-10,2,100,2020-11-06,980,84759
3,Y006298,Y006298 [BEACASE],2020-12-10,2,295,2020-11-06,980,84759
4,Y006502,Y006502 [SPACER],2020-12-10,1,105,2020-11-06,980,84759
1,447T9103,447T9103 [BUSHING DC800J- MH],2022-04-19,1,405,2022-03-15,1130,104165
2,604T2001,604T2001 [BUSHING],2022-04-19,1,725,2022-03-15,1130,104165
1,N029282,N029282 [POPPET],2021-07-01,1,1250,2021-06-24,1250,94562
1,654V2701,654V2701 [FLANGE ( B )],2021-01-22,1,475,2020-12-08,950,86166
2,9X352701,9X352701 [FLANGE],2021-01-22,1,475,2020-12-08,950,86166
1,N007950,N007950 [BRONZE LINER DC1650CS-2],2017-10-27,2,1980,2017-09-07,3960,29785
1,447T9103,447T9103 [BUSHING DC800J- MH],2022-04-19,1,405,2022-03-15,1130,104171
2,604T2001,604T2001 [BUSHING] ,2022-04-19,1,725,2022-03-15,1130,104171
1,N031989,N031989 [SHAFT],2021-12-23,2,450,2021-11-18,900,99907
1,H323583,H323583 [INJECTION BUSHING],2017-08-03,1,1575,2017-08-03,1575,27757
1,AV0806G01,AV0806G01 [SLIDE BRACKET ASSY FOR LADLE UNIT DC650R],2018-12-10,1,4315,2018-10-25,4315,51819
1,H340600,H340600 [CHUCK HOUSING DTO350SLH],2019-05-20,1,1275,2019-04-15,1275,60346
1,Y028955,Y028955 [SHAFT],2022-12-07,1,1065,2022-11-01,1065,112908
1,9X818208,9X818208 [TURN BUCKLE],2021-03-09,4,375,2021-02-02,1500,88375
1,S536680,S536680 [CLAMP WEAR STRIP ISGT720 3523MM OAL],2023-05-23,4,475,2023-04-18,2753,119478
2,S565107,S565107 [SQUARE NUT],2023-05-23,2,229,2023-04-18,2753,119478
3,TKM2027,TKM2027 [CLAMP WEAR STRIP EC240N 2485MM X 92MM],2023-05-23,1,395,2023-04-18,2753,119478
1,Y122756,Y122756 [EJECTOR ROD],2019-04-30,1,855,2019-03-19,1845,59048
2,609T1001,609T1001 [LINK PIN BUSHING FOR DC350CL-1],2019-04-30,2,495,2019-03-19,1845,59048
1,674W1401,674W1401 [PLUNGER ROD],2018-09-14,1,1475,2018-08-17,1475,48145
1,N008952,N008952 [COVER FOR DAL],2024-08-14,1,795,2024-08-06,795,141175
1,H323582,H323582 [INJECTION BUSHING DC650JMS],2025-10-10,1,1235,2025-08-29,4925,159074
2,N052403,N052403 [INJECTION BUSHING DC250JS],2025-10-10,1,1095,2025-08-29,4925,159074
3,N064799,N064799 [SHAFT],2025-10-10,3,865,2025-08-29,4925,159074
1,4T123401,4T123401 [LADLE PIN],2024-03-15,2,60,2024-02-09,120,132819
1,388W45-11,388W45-11 [EJECTOR ROD WIRE TYPE FOR DC3500CS],2022-01-13,1,1475,2021-12-09,3825,100698
2,388W45-12,388W45-12 [EJECTOR ROD SOLID TYPE FOR DC3500CS],2022-01-13,2,1175,2021-12-09,3825,100698
1,Y069059,Y069059 [ROLLERS FOR SAFETY DOOR (DC1650CS)],2018-01-17,1,198,2017-12-12,643,34529
2,Y069063,Y069063 [SHAFT FOR ROLLER (DC1650CS)],2018-01-17,2,195,2017-12-12,643,34529
3,Y069060,Y069060 [SPACER],2018-01-17,1,55,2017-12-12,643,34529
1,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)],2018-03-07,3,310,2018-02-20,3030,38307
2,673V1001,673V1001 [LINER DC500CL-T],2018-03-07,2,1050,2018-02-20,3030,38307
1,609T2110,609T2110 [BUSHING],2019-11-01,8,425,2019-09-27,3400,68256
1,8X20BS,8X20BS [BRASS SCREWS],2018-09-21,12,2.5,2018-09-10,30,49298
1,N066877,N066877 [INJECTION BUSHING],2024-09-26,2,2250,2024-08-22,4500,141820
1,674W1401,674W1401 [PLUNGER ROD],2023-12-29,2,1295,2023-11-21,7160,129222
2,4T123401,4T123401 [LADLE PIN],2023-12-29,2,60,2023-11-21,7160,129222
3,N050619,N050619 [COUPLING DC350JM- S/MH & DC500CLHT],2023-12-29,2,2225,2023-11-21,7160,129222
1,6S331301,6S331301 [GUIDE SHAFT] 6S331301 [GUIDE SHAFT] ,2017-11-22,3,725,2017-11-06,2175,32789
1,4T122501,4T122501 [RIGHT SCREW BOLT],2019-10-30,4,45,2019-10-02,180,68487
1,6S331401,6S331401 [ARM SHAFT FOR DTO650~800L],2022-08-03,1,960,2022-06-29,2275,108367
2,6S331301,6S331301 [GUIDE SHAFT],2022-08-03,1,725,2022-06-29,2275,108367
3,6S331801,6S331801 [SPROCKET FOR DTO650~800L],2022-08-08,2,295,2022-06-29,2275,108367
1,609T6501,609T6501 [GLAND PACKING],2022-04-28,2,425,2022-03-24,850,104575
1,9X5163G01,9X5163G01 [COOLING PIPE ASSEMBLY],2021-12-10,2,375,2021-11-05,750,99456
1,N066875,N066875[ BUSHING],2021-11-19,1,2245,2021-10-15,7345,98748
2,N064799,N064799 [SHAFT],2021-11-29,3,775,2021-10-15,7345,98748
3,9X352701,9X352701 [FLANGE],2021-11-29,1,475,2021-10-15,7345,98748
4,637R3601,637R3601 [SHAFT],2021-11-19,2,775,2021-10-15,7345,98748
5,9X818209,9X818209 [TURN BUCKLE],2021-11-19,2,375,2021-10-15,7345,98748
1,N090092,N090092 [ EJECTOR ROD],2022-11-25,1,1525,2022-10-21,2050,112471
2,Y029537,Y029537 [EJECTOR BUSHING],2022-11-25,1,525,2022-10-21,2050,112471
1,Y006299,Y006299 [CASE GUIDE],2024-06-11,1,450,2024-05-06,450,137140
1,469R3202,469R3202 [INJECTION BUSHING DC2500CS-2],2017-06-21,2,525,2017-06-14,1050,24896
1,609T1002,609T1002 [LINK PIN BUSHING],2021-08-24,6,445,2021-07-13,3920,95287
2,9W306202,9W306202 [LINK PIN],2021-08-24,2,625,2021-07-13,3920,95287
1,Y030065,Y030065 [HEX. NUT] ,2018-04-25,2,263,2018-03-28,526,40486
1,469R8901,469R8901 [TIE BAR BUSHING DC1650CS2] ,2019-12-16,8,2225,2019-11-15,17800,70545
1,H39575G01,H39575G01[COUPLING],2019-03-14,1,2985,2019-01-31,2985,56582
1,Y006501,Y006501 [SPACER],2022-02-11,1,85,2022-01-07,485,101646
2,Y006298,Y006298 [BEACASE],2022-02-11,1,295,2022-01-07,485,101646
3,Y006502,Y006502 [SPACER],2022-02-11,1,105,2022-01-07,485,101646
1,Y112267,Y112267 [STOPPER],2019-10-22,1,105,2019-09-24,640,67993
2,Y112268,Y112268 [CAP],2019-10-22,1,295,2019-09-24,640,67993
3,Y112269,Y112269 [STOPPER PIN],2019-10-22,2,120,2019-09-24,640,67993
1,N066877,N066877 [INJECTION BUSHING],2019-11-05,1,2100,2019-10-08,2100,68691
1,Y157511,Y157511 [EJECTOR ROD],2017-10-06,2,875,2017-09-08,1750,29815
1,Y020056,Y020056 [ROD],2022-11-28,1,495,2022-10-13,495,112129
1,N117348,N117348 [FLANGED BUSHING],2022-10-31,1,1525,2022-09-28,1525,111420
1,Y027627,Y027627 [SLIDE PLATE FOR DC2500CS2],2017-05-31,2,1250,2017-05-18,9400,23486
2,N020124,N020124 [LINER FOR DC2500CS2],2017-05-31,2,3450,2017-05-18,9400,23486
1,N045969,N045969 [POPPET C2G16],2025-06-13,1,1335,2025-05-06,2610,153607
2,N072618,N072618 [GUIDE C2G16 DC350JMS],2025-06-13,1,1275,2025-05-06,2610,153607
1,655S3602,655S3602 [BLOCK] 655S3602 [BLOCK] ,2018-07-06,1,345,2018-06-07,345,44347
1,680V5101,680V5101 [MAGNETIC HEAD HOLDER FOR DHS-T],2025-04-18,1,95,2025-03-20,95,151038
1,N069221,N069221 [EJECTOR ROD DC2500CS2],2018-12-04,1,2250,2018-10-30,2250,51992
1,S601971,S601971 [CLAMP WEAR STRIP ISGN 120 150] S601971 [CLAMP WEAR STRIP ISGN 120 150],2023-11-02,2,190,2023-09-22,380,125975
1,N060285,N060285 [SHAFT FOR SAFETY HOOK ASSY DC800RM],2024-04-26,1,695,2024-03-22,1070,134878
2,Y075430,Y075430 [SPACER],2024-04-26,1,25,2024-03-22,1070,134878
3,Y084103,Y084103 [BUSHING],2024-04-26,1,155,2024-03-22,1070,134878
4,Y084104,Y084104 [BUSHING FOR SAFETY HOOK],2024-04-26,1,195,2024-03-22,1070,134878
1,Y037700,Y037700 [SLIDE PLATE],2024-06-07,2,1225,2024-05-01,2450,136909
1,9X924605,9X924605 [TIE BAR BUSHING DC650JMS],2018-10-24,2,825,2018-09-26,1650,50326
1,4T448001,4T448001 [LEFT SCREW NUT DAL500~800SVSH-M],2022-11-11,10,10,2022-09-23,100,111385
1,9X814704,9X814704[SHAFT],2021-10-28,1,390,2021-09-16,2420,97686
2,9X814806,9X814806 [SHAFT FOR SPLIT NUT],2021-10-28,2,495,2021-09-16,2420,97686
3,9X814805,9X814805[SHAFT],2021-10-28,1,475,2021-09-16,2420,97686
4,N015168,N015168[STOPPER],2021-10-28,1,565,2021-09-16,2420,97686
1,L771624,L771624 [NUT FOR BOOSTER CYLINDER M72],2024-10-14,1,385,2024-09-16,740,142905
2,S576705,S576705 [NUT FOR CLAMP M72X2 105MM X 23MM],2024-10-14,1,355,2024-09-16,740,142905
1,654V2701,654V2701 [FLANGE ( B )],2024-07-12,2,500,2024-05-28,2000,138065
2,9X352701,9X352701 [FLANGE],2024-07-12,2,500,2024-05-28,2000,138065
1,N019729,N019729 [SHAFT FOR DTO350SLH WRIST MOVEMENT],2024-03-22,1,1525,2024-02-15,1525,133118
1,Y064576,Y064579 [FITTING],2025-07-25,2,480,2025-06-12,960,155288
1,N072444,N072444 [JOINT],2022-02-08,5,715,2022-01-04,6300,101445
2,N01160G02,N01160G02 [COOLING PIPE],2022-02-08,5,545,2022-01-04,6300,101445
1,H323582,H323582 [BUSHING],2018-11-01,2,1235,2018-09-20,2470,49879
1,N049364,N049364 [LADLE SHAFT],2023-12-18,3,1125,2023-11-07,3375,128539
1,8X20BS,8X20BS [BRASS SCREWS],2019-06-11,48,2.5,2019-06-04,120,62424
1,488S2301,488S2301 [BUSHING],2020-10-05,2,375,2020-08-31,2395,81967
2,488S2302,488S2302 [BUSHING],2020-10-05,2,425,2020-08-31,2395,81967
3,6S210701,6S210701 [GUIDE BAR],2020-10-05,1,795,2020-08-31,2395,81967
1,S536332,S536332[EXTENSION ROD FOR CARRIAGE ISG500 610 59B 569MM] S536332[EXTENSION ROD FOR CARRIAGE ISG500 610 59B 569MM],2022-08-17,1,420,2022-07-27,420,109291
1,N048865,N048865 [INJECTION BUSHING],2025-04-04,1,975,2025-02-20,975,149845
1,TML0026,TML0026 [LINK PIN 1 FOR EC200SX SXII],2023-07-07,5,550,2023-06-05,3095,121535
2,TML0038,TML0038 [LINK PIN 2 FOR EC200SX],2023-07-07,1,345,2023-06-05,3095,121535
1,Y040402,Y040402 [LINER BRONZE DC350J],2019-05-30,2,1100,2019-05-02,2200,61105
1,Y026063,Y026063 [ COVER ] ,2018-01-05,2,45,2017-11-13,90,33131
1,8X20BS,8X20BS [BRASS SCREWS],2019-05-09,12,2.5,2019-05-02,30,61111
2,478R1001,478R1001[LINK],2021-10-07,1,355,2021-09-16,355,97687
1,614W8001,614W8001 [SENSOR HOLDER DHS-T (SMM USE Y122303 & Y122366) ],2025-04-04,7,60,2025-02-19,420,149689
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2023-12-07,3,425,2023-11-01,2880,128288
2,N019729,N019729 [SHAFT FOR DTO350SLH WRIST MOVEMENT],2023-12-07,1,1450,2023-11-01,2880,128288
3,Y026322,Y026322 [CYLINDER JOINT],2023-12-07,1,155,2023-11-01,2880,128288
1,H327229,H327229 [REVERSE SHAFT],2018-10-31,1,1955,2018-09-26,1955,50327
1,Y029526,Y029526 [CYLINDER HEAD],2020-02-12,2,325,2020-01-15,650,72838
1,637R3601,637R3601 [SHAFT] OF PO,2017-10-09,1,775,2017-08-28,775,29196
1,9W331104,9W331104 [GUIDE SHAFT DBS500~800MS],2022-07-28,2,2200,2022-06-23,6275,108164
2,H323581,H323581 [INJECTION BUSHING],2022-07-28,1,1875,2022-06-23,6275,108164
1,N090091,N090091 [EJECTOR ROD],2018-11-15,2,1525,2018-10-11,7625,51005
2,N090092,N090092 [ EJECTOR ROD],2018-11-15,3,1525,2018-10-11,7625,51005
1,H319673,H319673 [ARM (3)] SOONER,2017-06-26,1,2525,2017-05-18,2525,23487
1,Y029526,Y029526 [CYLINDER HEAD],2019-10-01,2,345,2019-09-24,690,67992
1,N064799,N064799 [SHAFT],2018-11-07,2,775,2018-11-01,1550,52097
1,Y069063,Y069063 [SHAFT FOR ROLLER (DC1650CS)],2018-01-12,1,195,2017-12-06,250,34306
2,Y069060,Y069060 [SPACER],2018-01-12,1,55,2017-12-06,250,34306
1,H323583,H323583 [INJECTION BUSHING],2023-01-04,1,1075,2022-11-30,1075,113975
1,N048865,N048865 [INJECTION BUSHING],2020-02-18,2,875,2020-01-21,1750,73065
1,8X20BS,8X20BS [BRASS SCREWS],2020-10-07,34,2.5,2020-09-02,635,82088
2,647W5603,647W5603 [SLIDE PLATE FOR DC350J],2020-10-12,2,275,2020-09-02,635,82088
1,614W8001,614W8001 [SENSOR HOLDER DHS-T (SMM USE Y122303 & Y122366) ],2024-06-21,8,60,2024-05-16,480,137627
1,612R6205,612R6205 [SENSOR BAR],2019-04-02,1,297,2019-02-26,492,57892
2,613T0501,613T0501 [SLEEVE],2019-04-02,1,195,2019-02-26,492,57892
1,N066877,N066877 [INJECTION BUSHING],2022-08-04,1,2185,2022-07-01,2185,108428
1,601V4201,601V4201 [STOPPER PLATE],2022-10-24,2,225,2022-09-19,450,111179
1,S486145,S486145 [TIE BAR NUT ISGS610],2024-03-08,18,875,2024-01-15,15750,131281
1,N071870,N071870 [PISTON ROD],2021-03-05,1,780,2021-01-22,6000,87899
2,N071871,N071871 [GUIDE],2021-03-05,1,750,2021-01-22,6000,87899
3,H331160,H331160[SEAT],2021-03-05,1,2625,2021-01-22,6000,87899
4,N106857,N106857[GUIDE],2021-03-05,1,870,2021-01-22,6000,87899
5,N106850,N106850[POPPET,2021-03-05,1,975,2021-01-22,6000,87899
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J],2024-05-06,6,390,2024-04-10,2340,135795
1,6S331401,6S331401 [ARM SHAFT FOR DTO650~800L] 6S331401 [ARM SHAFT FOR DTO650~800L] ,2017-12-22,3,960,2017-11-06,2880,32788
1,637R3501,637R3501 [SPROCKET],2019-09-18,3,110,2019-08-14,330,65808
1,609T2104,609T2104[BUSHING],2025-05-30,1,645,2025-04-22,6225,152849
2,9X979801,9X979801[PLUNGER ROD],2025-05-30,2,2790,2025-04-22,6225,152849
1,Y052733,Y052733 [SPACER] ,2023-11-17,1,185,2023-11-14,185,128897
1,M8X385,M8X385 [ELECTRODE ROD],2019-12-17,1,20,2019-11-13,1098,70356
2,614W1713,614W1713 [SPACER],2019-12-17,1,38,2019-11-13,1098,70356
3,622W3101,622W3101 [SHAFT],2019-12-17,1,285,2019-11-13,1098,70356
4,622W3102,622W3102 [SHAFT],2019-12-17,1,305,2019-11-13,1098,70356
5,9X976001,9X976001 [JOINT ROD DAL500~800SVSH],2019-12-17,1,225,2019-11-13,1098,70356
6,9X976002,9X976002 [JOINT ROD DAL500~800SVSH],2019-12-17,1,225,2019-11-13,1098,70356
1,Y040402,Y040402 [LINER BRONZE DC350J],2018-10-08,2,1100,2018-09-10,2700,49299
2,647W5603,647W5603 [SLIDE PLATE FOR DC350J],2018-10-08,2,250,2018-09-10,2700,49299
1,463S5501,463S5501 [FLANGED BUSHING FOR PLUNGER TIP],2022-05-13,1,985,2022-04-11,985,105087
1,N042010,N042010 [EJECTOR ARM],2019-10-02,1,770,2019-08-28,770,66508
1,N048865,N048865 [INJECTION BUSHING],2022-10-10,1,875,2022-08-26,875,110475
1,388W45-11,388W45-11 [EJECTOR ROD WIRE TYPE FOR DC3500CS],2021-08-24,3,1475,2021-07-20,7950,95457
2,388W45-12,388W45-12 [EJECTOR ROD SOLID TYPE FOR DC3500CS],2021-08-24,3,1175,2021-07-20,7950,95457
1,9X5163G02,9X5163G02 [COOLING PIPE ASSY],2023-07-14,2,415,2023-06-09,830,121858
1,N038440,N038440 [SLIDE BAR],2019-04-30,2,835,2019-03-19,1670,59049
1,Y042157,Y042157 [BUSHING],2018-09-14,2,495,2018-08-17,2300,48150
2,609T1801,609T1801 [KEY],2018-09-14,6,135,2018-08-17,2300,48150
3,647W5603,647W5603 [SLIDE PLATE FOR DC350J],2018-09-14,2,250,2018-08-17,2300,48150
1,L594412,L594412 [SHAFT O.A.L. 790MM],2023-09-25,2,575,2023-09-25,1150,126306
1,S182901,S182901 [TIE BAR NUT FOR ISE250],2024-06-20,2,815,2024-05-15,1630,137551
2,625W1701,625W1701 [LINK PIN BUSHING],2017-08-03,8,500,2017-08-03,5250,27756
3,9W306305,9W306305 [LINK PIN],2017-09-01,1,1250,2017-08-03,5250,27756
1,N050619,N050619 [COUPLING DC350JM- S/MH & DC500CLHT],2021-12-23,1,2225,2021-11-18,2225,99906
1,4T123401,4T123401 [LADLE PIN],2021-11-29,1,63,2021-11-15,63,99735
1,Y089908,Y089908 [LADLE PIN],2024-07-05,1,110,2024-06-12,110,138851
1,S529936,S529936 [FLANGE FOR INJ. PISTON ROD ISGS I19],2025-04-11,2,825,2025-03-06,1650,150521
1,Y141519,Y141519 [LINK PIN BUSHING DC2500CS-2 ],2021-01-19,6,825,2020-12-08,4950,86167
