Ln,Part,Description,Due Date,Qty, Unit Price ,Order Date,Total_Value,PO_Number
1,10X25BS,10X25BS [BRASS BOLTS FOR LINER 9S562501],2018-12-20,104,5,2018-12-06,520,53848
1,H303744,H303744 [EJECTOR PLATE C],2023-04-27,1,3235,2023-03-15,3235,117993
1,655S3601,655S3601 [BLOCK],2019-06-21,1,370,2019-05-17,370,61811
1,Y047645,Y047645 [SPACER],2018-09-21,7,88,2018-08-28,616,48529
1,478R7201,478R7201[BUSHING],2025-02-14,2,675,2025-01-08,1350,147626
1,LMR0404,LMR0404 [LEVER TRIGGER],2024-04-10,2,375,2024-03-20,1080,134810
2,TMR0017,TMR0017 [LEVER],2024-04-10,2,165,2024-03-20,1080,134810
1,4T122502,4T122502 [LEFT SCREW BOLT],2022-12-16,6,45,2022-11-10,270,113277
1,614W8001,614W8001 [SENSOR HOLDER FOR DHS-2 & DHS-T],2021-07-30,5,50,2021-06-18,250,94318
1,S978457,S978457 [PUMP FLANGE F/IPS NEW TYPE PUMP ISGSW GT IS- DG/DF],2025-06-13,1,525,2025-05-07,1575,153647
2,S978456,S978456 [PUMP FLANGE F/IPS NEW TYPE PUMP ISGSW GT IS- DG],2025-06-13,2,525,2025-05-07,1575,153647
1,Y152202,Y152202[SLIDE PLATE],2018-06-08,2,258,2018-05-11,516,42986
1,499S2201,499S2201 [CLAMP NUT] ,2023-11-15,1,1750,2023-11-08,1750,128593
1,9X976001,9X976001 [ TURN BUCKLE DAL500~800SVSH-M ],2022-06-01,1,225,2022-04-27,450,105830
2,9X976002,9X976002 [ TURN BUCKLE DAL500~800SVSH-M ],2022-06-01,1,225,2022-04-27,450,105830
1,647W6503,647W6503 [SLIDE PLATE ],2025-07-02,4,425,2025-06-25,3650,155961
2,N048865,N048865 [INJECTION BUSHING],2025-07-02,2,975,2025-06-25,3650,155961
1,625W1702,625W1702 [LINK PIN BUSHING],2020-01-07,2,395,2019-12-03,834,71169
2,8X20BS,8X20BS [BRASS SCREWS],2020-01-07,16,2.75,2019-12-03,834,71169
1,TMF0443,TMF0443 [SPACER FOR INCREASING NOZZLE FORCE SX SXII U22 -U34,2024-07-26,2,85,2024-06-17,170,139105
1,647W6503,647W6503 [SLIDE PLATE ],2020-01-09,4,390,2019-12-12,1560,71627
1,S536601,S536601 [ROD 2 F/ LOCK NUT CYLINDER ISGT720],2023-01-03,2,305,2022-11-29,1970,113908
2,S536600,S536600 [ROD 1 F/ LOCK NUT CYLINDER ISGT720],2023-01-03,2,395,2022-11-29,1970,113908
3,S536602,S536602 [ROD 3 F/ LOCK NUT CYLINDER ISGT720],2023-01-03,2,285,2022-11-29,1970,113908
1,9X818207,9X818207 [TURN BUCKLE],2017-06-08,1,410,2017-05-11,1131.5,23175
2,9X818210,9X818210 [TURN BUCKLE],2017-06-08,1,435,2017-05-11,1131.5,23175
3,Y006501,Y006501 [SPACER],2017-06-08,1,74,2017-05-11,1131.5,23175
4,4T122502,4T122502 [LEFT SCREW BOLT],2017-06-08,5,42.5,2017-05-11,1131.5,23175
1,9W331104,9W331104 [GUIDE SHAFT DBS500~800MS],2017-08-14,4,2200,2017-07-31,8800,27475
1,L290128,[FLANGE NUT FOR BOOST CYLINDER M80 IS1300DE/F - IS1800DF],2024-08-16,1,360,2024-07-18,360,140377
1,Y058255,Y058255 [NUT FOR GUIDE BAR],2022-12-09,5,785,2022-11-04,3925,113049
1,695R1601,695R1601 [LOCK NUT],2022-05-02,2,47.5,2022-03-23,95,104535
1,Y006501,Y006501 [SPACER],2024-05-31,1,90,2024-05-17,90,137699
1,N090092,N090092 [ EJECTOR ROD],2022-10-21,2,1525,2022-09-16,3050,111138
1,612R6205,612R6205 [SENSOR BAR],2023-05-18,1,325,2023-04-12,885,119216
2,613T0503,613T0503 [SLEEVE],2023-05-18,1,225,2023-04-12,885,119216
3,Y167799,Y167799 [SENSOR COVER],2023-05-18,1,335,2023-04-12,885,119216
1,Y037684,Y037684 [LINK C],2021-12-20,1,970,2021-11-22,970,100009
1,N090092,N090092 [ EJECTOR ROD],2023-05-05,1,1575,2023-03-31,1575,118646
1,609T1001,609T1001 [LINK PIN BUSHING FOR DC350CL-1] ,2019-01-10,1,495,2018-11-29,495,53445
1,623T9801,623T9801 [PLUNGER ROD DC350CL-3] ,2018-05-01,2,950,2018-04-10,1900,41055
1,Y003999,Y003999 [SPROCKET],2018-12-27,6,125,2018-11-29,750,53451
1,N02477G03,N02477G03 [GUIDE SHAFT],2022-03-14,4,1550,2022-02-07,6700,102795
2,Y028067,Y028067 [STOPPER BRACKET],2022-03-14,1,250,2022-02-07,6700,102795
3,Y028068,Y028068 [STOPPER DBS350MSH2],2022-03-14,1,250,2022-02-07,6700,102795
1,648T7301,648T7301 [SPRING GUIDE FOR DHS-T] ,2018-03-19,20,47.5,2018-03-02,950,39065
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2021-01-19,3,405,2020-12-15,1215,86495
1,TML0108,TML0108 [BARREL MOUNTING FLANGE EC 100 SX I4],2023-06-15,1,570,2023-05-11,845,120508
2,S529900,S529900 [BRACKET FOR EJECTOR GS GT],2023-06-15,1,275,2023-05-11,845,120508
1,Y085179-1,Y085179-1[SHAFT],2017-08-18,1,1235,2017-07-26,4025,27267
2,N061957-1,N061957-1 [RAIL] ,2017-08-18,2,1395,2017-07-26,4025,27267
1,Y006291,Y006291 [SPROCKET],2018-05-09,4,365,2018-04-11,1460,41109
1,9T840201,9T840201 [BRONZE LINER DC3500CS],2019-02-07,2,2780,2018-12-19,5560,54276
1,Y006501,Y006501 [SPACER],2024-08-09,1,90,2024-07-24,90,140571
1,Y015907,Y015907 [CASE GUIDE],2018-12-13,1,425,2018-11-08,425,52607
1,S536680,S536680 [CLAMP WEAR STRIP ISGT720 3523MM OAL],2023-07-24,4,475,2023-06-09,1900,121825
1,S536300,S536300 [FLANGE FOR EJE. PLATE ISG500 ISG610],2025-06-13,1,440,2025-05-05,440,153525
1,S535778,[CLAMP WEAR STRIP ISG310 ISGS310N 1145MM OAL],2025-02-21,2,195,2025-01-17,390,148105
1,8R637601,8R637601 [SPACER],2020-05-05,1,467.5,2020-04-21,16670.5,76955
2,8R637602,8R637602 [SPACER],2020-05-05,3,484,2020-04-21,16670.5,76955
3,8R637603,8R637603 [SPACER],2020-05-05,1,522.5,2020-04-21,16670.5,76955
4,8R637604,8R637604 [SPACER],2020-05-05,2,550,2020-04-21,16670.5,76955
5,8R637605,8R637605 [SPACER],2020-05-05,1,572,2020-04-21,16670.5,76955
6,8R637701,8R637701 [SPACER],2020-05-05,2,654.5,2020-04-21,16670.5,76955
7,8R637702,8R637702 [SPACER],2020-05-05,2,605,2020-04-21,16670.5,76955
8,8R637703,8R637703 [SPACER],2020-05-05,1,687.5,2020-04-21,16670.5,76955
9,8R637704,8R637704 [SPACER],2020-05-05,2,698.5,2020-04-21,16670.5,76955
10,8R637705,8R637705 [SPACER],2020-05-05,5,715,2020-04-21,16670.5,76955
11,Y195905,Y195905 [SPACER],2020-05-05,4,753.5,2020-04-21,16670.5,76955
12,M20X220,M20X220 [SPECIAL BOLT],2020-05-05,16,55,2020-04-21,16670.5,76955
13,M20X240,M20X240 [BOLT],2020-05-05,8,60.5,2020-04-21,16670.5,76955
1,609T1002,609T1002 [LINK PIN BUSHING],2021-09-27,4,445,2021-08-16,1780,96490
1,H323581,H323581 [INJECTION BUSHING],2019-06-27,1,1875,2019-05-30,1875,62277
1,Y060388,Y060388 [SLIDE BAR SAFETY RATCHET DC2500CS],2017-10-20,1,515,2017-09-07,515,29706
1,N116120,N116120 [SEAL CASE],2025-04-04,1,865,2025-02-20,865,149794
1,N060285,N060285 [SHAFT FOR SAFETY HOOK ASSY DC800RM],2020-01-16,4,695,2019-12-12,2780,71626
1,Y157511,Y157511 [EJECTOR ROD],2020-02-10,4,875,2020-01-13,3500,72716
1,647W6503,647W6503 [SLIDE PLATE ],2022-12-12,4,425,2022-11-02,1700,112948
1,388W45-12,388W45-12 [EJECTOR ROD SOLID TYPE FOR DC3500CS],2024-12-20,2,1475,2024-11-15,5450,145810
2,Y153922,Y153922[SLIDE PLATE],2024-12-30,2,1250,2024-11-15,5450,145810
1,N073299,N073299 [POPPET],2019-04-16,1,"$1,825.00 ",2019-03-06,"$6,950.00 ",58398
2,H326958,H326958 [SEAT],2019-04-16,1,"$2,750.00 ",2019-03-06,"$6,950.00 ",58398
4,N073297,N073297 [PISTON ROD DC2250CS2],2019-04-16,1,"$1,225.00 ",2019-03-06,"$6,950.00 ",58398
5,N073298,N073298 [GUIDE DC2250CS2],2019-04-16,1,"$1,150.00 ",2019-03-06,"$6,950.00 ",58398
1,637R3801,637R3801 [LEFT TURN BUCKLE],2024-08-02,3,60,2024-06-26,640,139529
2,637R3501,637R3501 [SPROCKET],2024-08-02,4,115,2024-06-26,640,139529
1,9X3526G01,9X3526G01 [LADLE ARM (3-2)] ,2018-04-05,1,"$1,325.00 ",2018-03-21,"$1,325.00 ",40015
1,Y006969,Y006969 [SHAFT FOR NUT CLAMP],2024-03-12,1,785,2024-02-05,785,132497
1,H335891,H335891 [EJECTOR PLATE C],2024-12-13,1,6565,2024-10-15,13130,144267
2,H335892,H335892 [EJECTOR PLATE D],2024-12-13,1,6565,2024-10-15,13130,144267
1,Y026064,Y026064[GUIDE SHAFT],2019-03-13,2,75,2019-01-24,150,56105
1,388W45-12,388W45-12 [EJECTOR ROD SOLID TYPE FOR DC3500CS],2022-06-21,1,1175,2022-05-17,2650,106726
2,388W45-11,388W45-11 [EJECTOR ROD WIRE TYPE FOR DC3500CS],2022-06-21,1,1475,2022-05-17,2650,106726
1,N017860,N017860[COVER],2018-01-19,1,275,2017-12-15,550,34970
2,N017861,N017861[COVER],2018-01-19,1,275,2017-12-15,550,34970
1,N10017G01,N10017G01 [COLLING PIPE 715mm OAL],2024-08-02,1,420,2024-06-21,1540,139298
2,Y015648,Y015648 [FITTING],2024-08-02,1,295,2024-06-21,1540,139298
3,Y076339,Y076339 [PLUNGER ROD L=505MM],2024-08-02,1,825,2024-06-21,1540,139298
1,Y144387,Y144387 [COVER - ROUNDED],2018-10-05,2,122,2018-08-31,244,49019
1,H306463,H306463 [EJECTOR PLATE C],2022-12-23,1,5289,2022-11-11,5289,113317
1,680V4801,680V4801 [ DOG ],2023-03-03,2,525,2023-01-26,2200,115766
2,N105154,N105154 [ DOG BRACKET ],2023-03-03,2,575,2023-01-26,2200,115766
1,N02477G03,N02477G03 [GUIDE SHAFT] ,2018-02-05,1,1550,2017-12-15,1550,34966
1,9X976002,9X976002 [ TURN BUCKLE DAL500~800SVSH-M ],2023-10-25,1,250,2023-09-26,500,126386
2,9X976001,9X976001 [ TURN BUCKLE DAL500~800SVSH-M ],2023-10-25,1,250,2023-09-26,500,126386
1,408S3406,408S3406 [BUSHING FOR EJECTOR DC2500CS-2],2024-11-22,10,310,2024-10-15,11365,144265
2,Y029536,Y029536 [KEY],2024-11-22,2,315,2024-10-15,11365,144265
3,Y058255,Y058255 [NUT FOR GUIDE BAR],2024-11-22,4,695,2024-10-15,11365,144265
4,N072802,N072802 [EJECTOR ROD],2024-11-22,4,825,2024-10-15,11365,144265
5,492V7804,492V7804 [COLLAR],2024-11-22,4,95,2024-10-15,11365,144265
6,Y058254,Y058254 [SPACER],2024-11-22,8,85,2024-10-15,11365,144265
7,Y059901,Y059901 [SPACER],2024-11-22,2,110,2024-10-15,11365,144265
8,Y059902,Y059902 [SUPPORTING BLOCK],2024-11-22,1,275,2024-10-15,11365,144265
1,Y006501,Y006501 [SPACER] ,2018-04-19,1,74,2018-03-21,74,40017
1,648T7301,648T7301 [SPRING GUIDE FOR DHS-T] 648T7301 [SPRING GUIDE FOR DHS-T] ,2018-12-21,7,47.5,2018-12-10,332.5,54062
1,N017856,N017856 [LINK],2024-09-06,1,825,2024-07-29,3525,140765
2,N017859,N017859 [LINK],2024-09-06,1,825,2024-07-29,3525,140765
3,N070137,N070137 [COVER],2024-09-06,1,475,2024-07-29,3525,140765
4,N070138,N070138 [COVER],2024-09-06,1,475,2024-07-29,3525,140765
5,Y026060,Y026060[SHAFT],2024-09-06,2,250,2024-07-29,3525,140765
6,Y026062,Y026062 [SHAFT],2024-09-06,1,250,2024-07-29,3525,140765
7,Y026066,Y026066 [PIN],2024-09-06,1,175,2024-07-29,3525,140765
1,N017860,N017860[COVER],2019-03-06,1,275,2019-01-24,275,56107
1,611V6701,611V6701 [ELECTRODE PROBE],2021-11-11,5,85,2021-10-07,425,98468
1,TML0088,TML0088 [SAFETY GATE ROLLER EC55 -250SX BOTTOM FLAT SUR],2024-02-23,10,50,2024-01-18,500,131605
1,Y028067,Y028067 [STOPPER BRACKET],2019-08-14,2,250,2019-07-17,805,64638
2,414S3203,414S3203 [SHAFT FOR DTO650~800L],2019-08-14,1,305,2019-07-17,805,64638
1,Y028955,Y028955 [SHAFT],2020-04-24,1,1065,2020-03-23,1065,75735
1,Y027627,Y027627 [SLIDE PLATE FOR DC2500CS2],2020-10-02,2,1250,2020-08-28,2500,81878
1,Y153922,Y153922[SLIDE PLATE],2020-12-15,2,1175,2020-10-20,2350,84096
1,TMN0026,TMN0026 [LINK PIN 1 FOR EC310 390 SX SXII III ],2023-10-16,5,1095,2023-09-26,6665,126345
2,TMR0009,TMR0009 [LINK PIN 2 FOR EC390SX II III ],2023-10-16,2,595,2023-09-26,6665,126345
1,655S3602,655S3602 [BLOCK] SOONER,2017-08-08,1,345,2017-07-11,345,26345
1,N052403,N052403 [INJECTION BUSHING DC250JS],2020-10-09,2,1095,2020-09-10,2190,82395
1,607F4001,607F4001 [EJECTOR PIN/ STOPPER ECSX 248MM OAL HEX M16],2023-08-10,2,175,2023-07-06,350,122889
1,H323582,H323582 [INJECTION BUSHING DC650JMS],2025-06-20,1,1235,2025-05-13,1235,153916
1,9X541001,9X541001 [KEY],2019-09-23,2,75,2019-08-19,1600,66007
2,622V9601,622V9601[SPACER PLATE],2019-09-23,2,100,2019-08-19,1600,66007
3,9W306202,9W306202 [LINK PIN],2019-09-23,2,625,2019-08-19,1600,66007
1,L946652,L946652 [EXTENSION CLEVIS FOR ISG ISGT 81A ] [EXTENSION ROD F/ CARR. CYLINDER IS 81B 300MM M42 X 2],2023-09-13,1,550,2023-08-14,1050,124546
2,S530728,S530728 [EXTENSION ROD F/ CARR. CYLINDER IS 81B 300MM M42],2023-09-13,1,500,2023-08-14,1050,124546
1,695R1601,695R1601 [LOCK NUT],2019-05-22,2,47.5,2019-04-17,95,60476
1,6S331801,6S331801 [SPROCKET FOR DTO650~800L],2021-06-22,3,275,2021-05-13,825,92838
1,609T6601,609T6601 [SCREWED BUSHING],2020-06-15,1,525,2020-05-04,525,77485
1,Y059902,Y059902 [SUPPORTING BLOCK],2018-09-18,1,275,2018-08-07,1185,47546
2,Y059903,Y059903 [ GUIDE],2018-09-18,2,120,2018-08-07,1185,47546
3,492V7804,492V7804 [COLLAR],2018-09-18,4,75,2018-08-07,1185,47546
4,Y098786,Y098786 [JOINT],2018-09-18,2,185,2018-08-07,1185,47546
1,Y026012,Y026012 [PLATE],2018-05-30,1,62,2018-05-01,62,42358
1,408S3406,408S3406 [BUSHING FOR EJECTOR DC2500CS-2],2024-12-27,16,310,2024-11-21,12570,146116
2,H326958,H326958 [SEAT],2024-12-27,1,2750,2024-11-21,12570,146116
3,N073299,N073299 [POPPET],2024-12-27,1,1825,2024-11-21,12570,146116
4,N073298,N073298 [GUIDE DC2250CS2],2024-12-27,1,1150,2024-11-21,12570,146116
5,N073297,N073297 [PISTON ROD DC2250CS2],2024-12-27,1,1225,2024-11-21,12570,146116
6,Y102600,Y102600 [CAP],2024-12-27,1,660,2024-11-21,12570,146116
1,6W516901,6W516901 [BUSHING],2019-02-19,4,125,2019-01-15,500,55618
1,Y028955,Y028955 [SHAFT],2023-01-10,1,1065,2022-11-29,1065,113895
1,637W9901,637W9901 [BRACKET],2024-08-30,1,140,2024-07-24,6800,140573
2,637W9902,637W9902 [BRACKET],2024-08-30,1,140,2024-07-24,6800,140573
3,H323581,H323581 [INJECTION BUSHING],2024-08-30,2,1875,2024-07-24,6800,140573
4,N017860,N017860[COVER],2024-08-30,1,310,2024-07-24,6800,140573
5,N019729,N019729 [SHAFT FOR DTO350SLH WRIST MOVEMENT],2024-08-30,1,1525,2024-07-24,6800,140573
6,Y006298,Y006298 [BEACASE],2024-08-30,2,325,2024-07-24,6800,140573
7,Y006502,Y006502 [SPACER],2024-08-30,1,105,2024-07-24,6800,140573
8,Y026064,Y026064[GUIDE SHAFT],2024-08-30,2,90,2024-07-24,6800,140573
1,625W1701,625W1701 [LINK PIN BUSHING],2019-12-31,2,495,2019-11-26,1385,71037
2,625W1702,625W1702 [LINK PIN BUSHING],2019-12-31,1,395,2019-11-26,1385,71037
1,N020152,N020152 [CYLINDER HOUSING],2019-10-23,1,680,2019-09-18,680,67655
1,8X20BS,8X20BS [BRASS SCREWS],2024-05-14,12,3,2024-04-08,14666,135675
2,9X818209,9X818209 [TURN BUCKLE],2024-05-14,1,395,2024-04-08,14666,135675
3,H319551,H319551 [SEAT C2G16],2024-05-14,1,2500,2024-04-08,14666,135675
4,N054086,N054086 [SEAT C2G31 DC2250CS2],2024-05-14,1,1845,2024-04-08,14666,135675
5,N054087,N054087 [POPPET C2G31],2024-05-14,1,1755,2024-04-08,14666,135675
6,N054085,N054085 [PISTON HEAD],2024-05-14,1,1250,2024-04-08,14666,135675
7,N066879,N066879 [POPPET C2G16],2024-05-14,1,1885,2024-04-08,14666,135675
8,Y040402,Y040402 [LINER BRONZE DC350J],2024-05-20,4,1250,2024-04-08,14666,135675
1,685R1101,685R1101 [SUPPORT],2019-10-03,4,148,2019-08-29,592,66577
1,N063996,N063996 [ROD JOINT] ,2018-02-19,3,400,2018-01-17,1200,36426
1,414S3701,"414S3701 [SPROCKET, 414S3701]",2017-05-26,5,78,2017-04-26,715,22447
2,414S3501,414S3501 [SPROCKET],2017-05-26,5,65,2017-04-26,715,22447
1,9X352701,9X352701 [FLANGE],2024-02-29,3,500,2024-01-15,1500,131349
1,Y078433,Y078433 [SPACER],2019-05-30,1,45,2019-05-09,45,61387
1,609T6502,609T6502 [GLAND PACKING],2022-04-27,2,405,2022-03-24,2500,104537
2,646T2201,646T2201[BUSHING],2022-04-27,2,430,2022-03-24,2500,104537
3,613T0701,613T0701 [BUSHING],2022-04-27,2,415,2022-03-24,2500,104537
1,438S5702,438S5702[SPACER],2024-08-23,2,295,2024-07-18,590,140375
1,388W45-12,388W45-12 [EJECTOR ROD SOLID TYPE FOR DC3500CS],2022-08-02,2,1175,2022-06-28,5300,108319
2,388W45-11,388W45-11 [EJECTOR ROD WIRE TYPE FOR DC3500CS],2022-08-02,2,1475,2022-06-28,5300,108319
1,N116121,N116121 [SEAL HOLDER],2023-03-03,2,695,2023-02-03,1390,116127
2,4T123401,4T123401 [LADLE PIN],2024-04-19,1,60,2024-03-12,60,134386
1,654V2701,654V2701 [FLANGE ( B )],2018-04-24,2,475,2018-03-27,1900,40375
2,9X352701,9X352701 [FLANGE],2018-04-24,2,475,2018-03-27,1900,40375
1,N090933,N090933 [TIP JOINT],2022-08-17,4,595,2022-07-07,6360,108494
2,N090932,N090932 [PLUNGER TIP],2022-08-17,4,995,2022-07-07,6360,108494
1,9X818905,9X818905 [TIE BAR BUSHING DC800],2020-01-10,8,675,2019-12-03,7500,71143
2,9W306207,9W306207 [LINK PIN],2020-01-10,2,525,2019-12-03,7500,71143
3,9W306208,9W306208 [LINK PIN],2020-01-10,2,525,2019-12-03,7500,71143
1,Y132909,Y132909 [DOOR ROLLER],2021-04-07,1,225,2021-03-03,225,89820
1,623T9801,623T9801 [PLUNGER ROD DC350CL-3],2017-08-14,1,950,2017-07-31,950,27477
1,N02477G03,N02477G03 [GUIDE SHAFT],2019-08-20,1,1550,2019-07-16,1550,64566
1,637R3801,637R3801 [LEFT TURN BUCKLE],2022-12-23,4,55,2022-11-10,220,113275
1,624T0004,624T0004 [SPACER] ,2021-02-16,1,185,2021-01-12,185,87372
1,N048865,N048865 [INJECTION BUSHING],2018-06-22,1,1885,2018-05-11,1885,42990
1,Y052731,Y052731 [SPROCKET] ,2018-06-18,2,30,2018-05-21,60,43456
1,Y093737,Y093737 [BUSHING],2021-08-25,2,415,2021-07-28,830,95776
1,4T122501,4T122501 [RIGHT SCREW BOLT],2020-10-20,4,45,2020-09-15,950,82578
2,9X976004,9X976004 [ROD JOINT],2020-10-20,2,385,2020-09-15,950,82578
1,Y037685,Y037685 [SLIDE BAR] (APRIL 21ST) ,2025-04-21,2,930,2025-04-16,1860,152573
1,Y124126,"Y124126 [BUSHING FOR INJ., PLUNGER]",2022-03-04,1,1280,2022-01-26,1280,102422
1,602T2801,602T2801 [COVER],2021-08-11,1,48,2021-07-07,48,95038
1,Y153402,Y153402 [SLIDE PLATE],2019-12-25,2,975,2019-11-20,1950,70739
1,614W8001,614W8001 [SENSOR HOLDER DHS-T (SMM USE Y122303 & Y122366) ],2024-01-09,7,60,2023-12-04,420,129658
1,637R4902,637R4902 [P SQUARE KEY],2024-05-28,1,50,2024-04-29,97,136778
2,637R4907,637R4907 [P SQUARE KEY],2024-05-28,1,47,2024-04-29,97,136778
1,382S4906,382S4906 [STOPPER],2024-11-04,1,495,2024-09-30,2770,143495
2,N057168,N057168 [LADLE ARM(SPECIAL FOR AHRESTY)],2024-11-04,1,2275,2024-09-30,2770,143495
1,Y069318,Y069318 [PLUNGER ROD] ,2017-09-27,6,565,2017-08-21,3390,27675
1,Y152202,Y152202 [SLIDE PLATE DC350R- M],2019-05-16,2,258,2019-04-18,516,60516
1,609T6601,609T6601 [SCREWED BUSHING],2020-03-27,1,525,2020-02-12,2800,74205
2,N027239,N027239 [PISTON ROD],2020-03-27,1,2275,2020-02-12,2800,74205
1,N090932,N090932 [PLUNGER TIP],2022-04-18,4,995,2022-03-15,19990,104090
2,6T513701,6T513701 [FLANGED BUSHING],2022-04-18,4,945,2022-03-15,19990,104090
3,N090933,N090933 [TIP JOINT],2022-04-18,4,595,2022-03-15,19990,104090
4,N044300,N044300 [PLINGER ROD],2022-04-18,4,1150,2022-03-15,19990,104090
5,N06709G01,N06709G01 [COOLING PIPE],2022-04-18,4,550,2022-03-15,19990,104090
6,N117348,N117348 [FLANGED BUSHING],2022-04-18,2,1525,2022-03-15,19990,104090
1,N031989,N031989 [SHAFT] ,2017-11-20,3,450,2017-10-20,1350,31981
1,N064799,N064799 [SHAFT],2024-02-03,2,825,2023-12-20,1650,130447
1,N054195,N054195 [VALVE BODY C2G32 DC1650CS2],2021-09-14,1,1825,2021-08-10,1825,96295
1,695R1601,695R1601 [LOCK NUT],2022-04-25,2,47.5,2022-03-14,130,104085
2,668S3701,668S3701 [BUSHING],2022-04-18,1,35,2022-03-14,130,104085
1,H322682,H322682 [EJECTOR PLATE],2020-11-30,1,4940,2020-10-12,29540,83698
2,H322681,H322681 [EJECTOR PLATE],2020-11-30,1,4650,2020-10-12,29540,83698
3,N063950,N063950[EJECTOR ROD],2020-11-30,2,1375,2020-10-12,29540,83698
4,N041987,N041987 [EJECTOR ROD],2020-11-30,2,975,2020-10-12,29540,83698
5,295X2801,295X2801 [EJECTOR PLATE],2020-11-30,1,3600,2020-10-12,29540,83698
6,295X3001,295X3001 [EJECTOR PLATE],2020-11-30,1,3850,2020-10-12,29540,83698
7,N062784,N062784 [EJECTOR ROD WIRE TYPE],2020-11-30,2,1325,2020-10-12,29540,83698
8,N062785,N062785 [EJECTOR ROD],2020-11-30,2,1250,2020-10-12,29540,83698
9,Y088199,Y088199 [GUIDE FOR EJECTOR PLATE],2020-11-30,2,395,2020-10-12,29540,83698
10,Y088190,Y088190 [GUIDE FOR EJECTOR PLATE],2020-11-30,4,465,2020-10-12,29540,83698
1,Y058255,Y058255 [NUT FOR GUIDE BAR],2023-07-19,4,825,2023-06-14,6800,122042
2,N072802,N072802 [EJECTOR ROD],2023-07-19,4,875,2023-06-14,6800,122042
1,N049364,N049364 [LADLE SHAFT] ,2017-10-30,1,1250,2017-10-20,1250,31980
1,4T123401,4T123401 [LADLE PIN] 4T123401 [LADLE PIN],2017-06-26,3,63,2017-06-27,189,25705
1,L698749,L698749 [PACKING RETAINER FOR INJECTION IS I59 I81],2022-10-14,1,1175,2022-09-09,1175,110972
1,Y047671,Y047671 [NUT],2019-06-19,7,165,2019-05-15,1155,61635
1,N066877,N066877 [INJECTION BUSHING],2017-05-31,1,2145,2017-05-03,2370,22718
2,4T122501,4T122501 [RIGHT SCREW BOLT],2017-05-31,5,45,2017-05-03,2370,22718
1,670T7501,670T7501 [SPACER],2018-12-18,1,29,2018-12-04,29,53687
1,S530798,S530798 [CLAMP WEAR STRIP ISGT950 1150 3858MM],2024-12-30,5,420,2024-11-14,2100,145768
1,N069222,N069222 [EJECTOR ROD],2022-03-04,1,2250,2022-01-26,2250,102423
1,8X20BS,8X20BS [BRASS SCREWS],2022-11-29,16,2.75,2022-10-25,44,112618
1,4T123801,4T123801 [LEFT SCREW NUT],2024-11-20,7,7.5,2024-10-16,2496.5,144338
2,8X20BS,8X20BS [BRASS SCREWS],2024-11-20,8,3,2024-10-16,2496.5,144338
3,Y019692,Y019692 [FLANGE-B],2024-11-20,1,625,2024-10-16,2496.5,144338
4,Y069318,Y069318 [PLUNGER ROD],2024-11-20,1,810,2024-10-16,2496.5,144338
5,Y142052,Y142052 [CYLINDER TUBE],2024-11-20,1,985,2024-10-16,2496.5,144338
1,4T123401,4T123401 [LADLE PIN],2025-09-05,1,65,2025-07-30,1875,157436
2,637W9901,637W9901 [BRACKET],2025-09-05,1,150,2025-07-30,1875,157436
3,637W9902,637W9902 [BRACKET],2025-09-05,1,150,2025-07-30,1875,157436
4,Y026063,Y026063 [ COVER ],2025-09-05,2,55,2025-07-30,1875,157436
5,Y142053,Y142053 [TIE ROD],2025-09-05,8,175,2025-07-30,1875,157436
1,Y072159,Y072159 [PLATE],2021-09-30,2,70,2021-08-26,7465,96929
2,N02692G03,N02692G03 [GUIDE SHAFT],2021-09-30,2,1585,2021-08-26,7465,96929
3,N02477G03,N02477G03 [GUIDE SHAFT],2021-09-30,2,1550,2021-08-26,7465,96929
4,Y072160,Y072160 [RETAINER],2021-09-30,2,295,2021-08-26,7465,96929
5,608R2201,608R2201 [LOCK PLATE],2021-09-30,3,155,2021-08-26,7465,96929
1,647S0301,647S0301 [COVER] ,2018-02-20,3,85,2018-01-12,255,36221
1,N117348,N117348 [FLANGED BUSHING],2023-03-23,1,1525,2023-02-15,1525,116697
1,429V1601,429V1601 [ARM SHAFT],2019-08-20,1,275,2019-07-16,2410,64573
2,396W7701,396W7701 [ARM SHAFT FOR DTO650~800L],2019-08-20,1,1380,2019-07-16,2410,64573
3,6S331301,6S331301 [GUIDE SHAFT],2019-08-20,1,725,2019-07-16,2410,64573
4,45X28,45x28 [SHAFT SPACER],2019-08-20,1,30,2019-07-16,2410,64573
1,Y006651,Y006651 [LINER BRASS STANDARD],2020-01-09,2,975,2019-12-13,1950,71630
1,637R4907,637R4907 [P SQUARE KEY],2024-02-09,2,47,2024-01-11,5644,131200
2,695R1601,695R1601 [LOCK NUT],2024-02-20,4,50,2024-01-11,5644,131200
3,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2024-02-09,3,425,2024-01-11,5644,131200
4,637R3601,637R3601 [SHAFT],2024-02-12,5,795,2024-01-11,5644,131200
5,637R4902,637R4902 [P SQUARE KEY],2024-02-09,2,50,2024-01-11,5644,131200
1,8X20BS,8X20BS [BRASS SCREWS],2021-04-07,92,2.75,2021-03-03,253,89821
1,N116120,N116120 [SEAL CASE],2023-03-10,2,865,2023-02-03,1730,116126
